id,label,description,parent,children
117,leaf,I would start with residents and unhoused people are being pushed into conflict. I would like to see the city create safer low-barrier shelters. It would improve both quality of life and trust in local government.,10134,[]
118,leaf,My main concern is that mental health care is hard to access. This is not just an inconvenience anymore. Local government should increase home-care capacity. There should be clear public reporting on whether things are improving.,10030,[]
119,leaf,A major problem is that health services are difficult to navigate. Local government should increase home-care capacity.,10117,[]
120,leaf,A major problem is that renovictions are displacing long-term tenants. We should probably use public land for non-market housing. I would also add that more people are sleeping outside.,10155,[]
121,leaf,Property taxes and housing costs are squeezing fixed-income residents. Please expand rent assistance. Residents should be involved before major decisions are made.,10147,[]
122,leaf,"The community has changed a lot, and now transfers are unreliable. It would improve both quality of life and trust in local government.",10046,[]
123,leaf,For me it comes down to this: residents and unhoused people are being pushed into conflict. We should probably improve addiction treatment access. I see the impact on my commute almost every day.,10118,[]
124,leaf,The first thing I would fix is the fact that home care support is inconsistent. It is especially difficult for seniors and ppl on fixed incomes. A practical response would be to expand community health centres. I would rather see measurable progress than another study.,10117,[]
125,leaf,One thing that really needs attention is that young adults cannot afford to move out. It would help to protect existing affordable rentals.,10112,[]
126,leaf,Probably teenagers have few affordable activities. I would like to see the city improve access to tutoring and technology. I would rather see measurable progress than another study.,10108,[]
127,leaf,My main concern is that there is not enough affordable rental stock.,10094,[]
128,leaf,"One thing that really needs attention is that litter accumulates around busy spaces. It would help to improve litter collection. I would also add that after-school programs are limited. I would like to see the city fund more classroom support. The solution needs to be practical, not just symbolic. The situation varies by neighbourhood, so one solution may not fit everywhere.",10038,[]
129,leaf,I keep hearing the same concern from neighbours: groceries cost noticeably more every month. Local government should make city services more affordable.,10044,[]
130,leaf,My main concern is that starter homes are out of reach. I think the best first step is to allow more duplexes and small apartment buildings. Another concern is that stations and stops need better accessibility. It would help to run buses more frequently.,10128,[]
131,leaf,"The community has changed a lot, and now downtown storefronts are sitting empty. The people most affected often have the least influence over decisions. We should probably revitalize vacant commercial areas. At the same time, there is not enough affordable rental stock.",10073,[]
132,leaf,Probably there is not enough affordable rental stock.,10094,[]
133,leaf,Probably local waterways need better protection. A practical response would be to support home energy retrofits.,10097,[]
134,leaf,I keep hearing the same concern from neighbours: starter homes are out of reach... Local government should protect existing affordable rentals.,10036,[]
135,leaf,My main concern is that older buildings waste too much energy.,10018,[]
136,leaf,"Honestly, shelters are full or feel unsafe. I would like to see the city open more supportive housing. I would also add that students are struggling with mental health. A practical response would be to create more youth employment programs. It would improve both quality of life and trust in local government.",10159,[]
137,leaf,The biggest issue for me is that potholes are damaging vehicles. You notice it more when you do not own a car. I think the best first step is to add traffic calming on residential streets. That would make the community feel more livable.,10021,[]
138,leaf,A major problem is that too many new units are priced as luxury housing. We should probably protect existing affordable rentals. It is particularly visible around schools and shopping areas.,10091,[]
139,leaf,"I would start with people with disabilities face barriers to employment. At the same time, too many new units are priced as luxury housing. There should be clear public reporting on whether things are improving.",10010,[]
140,leaf,The first thing I would fix is the fact that traffic congestion is getting worse. The people most affected often have the least influence over decisions. It would help to repair roads before they deteriorate further.,10153,[]
141,leaf,A major problem is that downtown storefronts are sitting empty. It would help to create better job-training partnerships. There is also the issue that some families cannot access tutoring or technology.,10157,[]
142,leaf,"Honestly, property taxes and housing costs are squeezing fixed-income residents. We should probably allow more duplexes and small apartment buildings.",10145,[]
143,leaf,The biggest issue for me is that rent is rising faster than wages. I have lived here for years and the change is noticeable. I think the best first step is to speed up approvals for apartment construction.,10155,[]
144,leaf,For me it comes down to this: residents and unhoused people are being pushed into conflict. It would help to focus on permanent housing instead of repeated displacement. This is connected to the fact that schools need more educational assistants. This should be treated as a long-term priority.,10039,[]
145,leaf,My main concern is that open drug use is increasing in some areas. A practical response would be to make non-emergency reporting easier. Doing nothing will only make the problem more expensive later.,10012,[]
146,leaf,Probably young adults cannot afford to move out. This affects my family directly. I think the best first step is to use public land for non-market housing. There should be clear public reporting on whether things are improving.,10114,[]
147,leaf,"The biggest issue for me is that families are cutting back on food and activities. It feels worse outside the downtown core. A practical response would be to make city services more affordable. The solution needs to be practical, not just symbolic.",10156,[]
148,leaf,The biggest issue for me is that traffic congestion is getting worse. Doing nothing will only make the problem more expensive later. I see the impact on my commute almost every day.,10060,[]
149,leaf,"Honestly, more people are sleeping outside... I would like to see the city pair outreach workers with health professionals.",10032,[]
150,leaf,"From what I see in my neighbourhood, walk-in clinics are overcrowded. The people most affected often have the least influence over decisions. I think the best first step is to fund more counselling and crisis services.",10072,[]
151,leaf,Fix seniors on fixed incomes are struggling.,10141,[]
152,leaf,The biggest issue for me is that walk-in clinics are overcrowded. This affects my family directly. A practical response would be to make referral systems easier to navigate. This is connected to the fact that residents do not know where to report non-emergency problems. We should probably support prevention as well as enforcement. There should be clear public reporting on whether things are improving.,10072,[]
153,leaf,A major problem is that litter accumulates around busy spaces. It would help to improve litter collection. I would rather see measurable progress than another study.,10152,[]
154,leaf,Fix people are being moved without receiving long-term support.,10133,[]
155,leaf,"For me it comes down to this: rent is rising faster than wages. I do not expect an overnight solution, but the current approach is not working. I would like to see the city allow more duplexes and small apartment buildings.",10155,[]
156,leaf,"Honestly, property taxes and housing costs are squeezing fixed-income residents. Local government should use public land for non-market housing.",10147,[]
157,leaf,"Honestly, there is not enough affordable rental stock. It would help to use public land for non-market housing.",10091,[]
158,leaf,For me it comes down to this: seniors on fixed incomes are struggling. This is not just an inconvenience anymore. Local government should support living-wage jobs.,10143,[]
159,leaf,"Honestly, litter accumulates around busy spaces. This affects my family directly. We should probably make recreation spaces easier to access.",10038,[]
160,leaf,"Honestly, small everyday purchases now feel expensive. The people most affected often have the least influence over decisions. We should probably reduce unnecessary fees. I would also add that it is difficult to find a family doctor.",10154,[]
161,leaf,I keep hearing the same concern from neighbours: property taxes and housing costs are squeezing fixed-income residents... Local government should protect existing affordable rentals. There should be clear public reporting on whether things are improving. I see the impact on my commute almost every day.,10147,[]
162,leaf,"Honestly, groceries cost noticeably more every month. A practical response would be to reduce unnecessary fees. This is connected to the fact that teenagers have few affordable activities. The situation varies by neighbourhood, so one solution may not fit everywhere.",10044,[]
163,leaf,I keep hearing the same concern from neighbours: buses are late and sometimes do not show up. That could improve if we make stops safer and more accessible.,10045,[]
164,leaf,"From what I see in my neighbourhood, property theft has become more common. Parents in the area talk about this constantly. We should probably make non-emergency reporting easier. This is connected to the fact that home care support is inconsistent. We should probably increase home-care capacity.",10116,[]
165,leaf,I would start with litter accumulates around busy spaces. I would like to see the city improve litter collection. This should be treated as a long-term priority.,10038,[]
166,leaf,The biggest issue for me is that emergency room waits are extremely long. I would like to see the city make referral systems easier to navigate.,10074,[]
167,leaf,"I would start with mental health care is hard to access. It feels worse outside the downtown core. Local government should make referral systems easier to navigate. The situation varies by neighbourhood, so one solution may not fit everywhere.",10030,[]
168,leaf,Mostly renovictions are displacing long-term tenants. Doing nothing will only make the problem more expensive later.,10148,[]
169,leaf,The biggest issue for me is that health services are difficult to navigate. That could improve if we make referral systems easier to navigate. Doing nothing will only make the problem more expensive later. It is particularly visible around schools and shopping areas.,10070,[]
170,leaf,"My main concern is that people do not feel safe walking at night. I do not expect an overnight solution, but the current approach is not working. We should probably increase community-based outreach. At the same time, seniors on fixed incomes are struggling. I would like to see the city offer targeted help for low-income households. It is particularly visible around schools and shopping areas.",10014,[]
171,leaf,A major problem is that families are cutting back on food and activities. We should probably support living-wage jobs.,10080,[]
172,leaf,"I would start with young adults cannot afford to move out. A practical response would be to expand rent assistance. At the same time, groceries cost noticeably more every month. I would like to see the city expand food security programs.",10044,[]
173,leaf,"We need to create more small neighbourhood parks. On my street, people have been talking about this for months.",10152,[]
174,leaf,The biggest issue for me is that construction projects seem poorly coordinated. This is not just an inconvenience anymore. It would help to improve winter maintenance.,10101,[]
175,leaf,For me it comes down to this: property taxes and housing costs are squeezing fixed-income residents. That could improve if we build more mixed-income housing. There should be clear public reporting on whether things are improving.,10147,[]
176,leaf,I keep hearing the same concern from neighbours: specialist referrals take months. Even small improvements would make daily life easier. Local government should make referral systems easier to navigate. Doing nothing will only make the problem more expensive later.,10016,[]
177,leaf,The first thing I would fix is the fact that extreme heat is harder on vulnerable residents. The people most affected often have the least influence over decisions. I think the best first step is to make recycling instructions clearer.,10001,[]
178,leaf,"Honestly, playgrounds need repairs. It would help to make recreation spaces easier to access.",10055,[]
179,leaf,For me it comes down to this: small businesses are struggling with high costs. I would like to see the city expand accessible employment programs. I would also add that seniors on fixed incomes are struggling.,10089,[]
180,leaf,A major problem is that stations and stops need better accessibility. This affects my family directly. That could improve if we improve real-time arrival information.,10129,[]
181,leaf,I keep hearing the same concern from neighbours: encampments are appearing in parks and underpasses. It is especially difficult for seniors and people on fixed incomes. That could improve if we open more supportive housing. Doing nothing will only make the problem more expensive later.,10004,[]
182,leaf,"The community has changed a lot, and now buses are late and sometimes do not show up. That could improve if we make stops safer and more accessible.",10045,[]
183,leaf,For me it comes down to this: stations and stops need better accessibility. It feels worse outside the downtown core. It would help to increase late-night service. There should be clear public reporting on whether things are improving.,10128,[]
184,leaf,"The community has changed a lot, and now students are struggling with mental health. It feels worse outside the downtown core. It would help to fund more classroom support.",10048,[]
185,leaf,I would start with stations and stops need better accessibility. Even small improvements would make daily life easier. Local government should run buses more frequently. There is also the issue that flooding is becoming more frequent. I would like to see the city expand cooling centres and tree cover.,10129,[]
186,leaf,"Probably new housing takes too long to approve. I do not expect an overnight solution, but the current approach is not working. That could improve if we build more mixed-income housing. I would also add that it is difficult to find a family doctor. I think the best first step is to increase home-care capacity.",10154,[]
187,leaf,I would start with there is not enough affordable rental stock. You notice it more when you do not own a car. Local government should use public land for non-market housing. Doing nothing will only make the problem more expensive later.,10155,[]
188,leaf,"From what I see in my neighbourhood, schools need more educational assistants. I do not expect an overnight solution, but the current approach is not working. I think the best first step is to expand youth mental health services.",10157,[]
189,leaf,I would start with it is difficult to find a family doctor. That could improve if we fund more counselling and crisis services. That would make the community feel more livable.,10154,[]
190,leaf,One thing that really needs attention is that families are cutting back on food and activities. Parents in the area talk about this constantly. We should probably reduce unnecessary fees. Another concern is that young people are leaving for better opportunities.,10080,[]
191,leaf,One thing that really needs attention is that potholes are damaging vehicles. A practical response would be to coordinate construction schedules.,10021,[]
